Article Title,Category,references,query_1,query_2
岷县,使用WikiMiniAtlas小工具的页面,"34°27′57″N 104°03′46″E﻿ / ﻿34.46583°N 104.06278°E﻿ / 34.46583; 104.06278 岷县是中国甘肃省定西市下辖的一个县，位于定西最南端，曾经长期属于现已撤销的武都地区。 居民97%为汉族，另外有回、藏等少数民族。 秦穆公三十七年（前623年），秦穆公用由余之谋，西伐戎王，益国十二，开地千里，称霸西戎，岷县地方就在当时纳入秦国版图。 前350年，秦孝公接受商鞅主张，“集小乡邑，聚为县，置令、丞，凡三十一县”，其中就包括今天的岷县，当时叫临洮县。 ### 史记中最早出现临洮县名在秦王政八年（前239年）秦王政21岁，王弟长安君成蛟将军率军攻打赵国时反叛，死在屯留，“军吏皆斩死，迁其民于临洮”。 东汉末年临洮县为羌胡地，史载董卓为临洮人，常与当地羌氐酋帅交结。 北朝西魏文帝改称溢乐县，并置岷州。 从618年以后，以“岷山”得名的岷州称谓基本稳定下来。 ### 明洪武十一年（1378年）在今岷县设岷州卫。 清雍正八年（1730年）又改称岷州，民国二年（1913年），改为岷县，沿用至今。 岷县有马家窑文化、寺洼文化、齐家文化等新石器时代文化遗迹6处。 据水经注载，大禹治洪水，西行到洮水之上，见到一个身材高大的奇人，给他一块刻字的黑玉圭板，地点就是现在的岷县（参见水经注卷二），《寰宇记》载：溢乐县，本秦之临洮县，岷山在县南一里，山黑无树木，其西有天女神，洮水经其下，即夏禹见长人受黑玉书处。 ### 秦长城西端起点为岷县，县城二郎山有秦长城遗迹。 县境内有宋代滔山铸钱监遗址。 县城有建于明代的真武庙至今保存完好。 岷县位于北纬34°07'- 34°45',东经104°41' - 104°59'。 ### 中国南北方分界线秦岭在西端分为南北两支，北支即北秦岭。 岷县位于北秦岭海西褶皱带。 北秦岭、黄土高原和青藏高原东边缘(甘南高原)在这里交汇。 岷县北以洮渭分水岭木寨岭、岭罗山连接黄土高原的陇中高原部分，境内有零星厚层不连续的第四纪黄土堆积；南与东南则为中国黄河与长江两大流域的分水岭高山区，隔大拉梁(3747米)、岷峨山与四川盆地相望。",请详细说明岷县在不同历史时期的名称变化及其原因。,根据参考文献，岷县在地理上如何体现中国南北方分界线以及其与周边地理特征的关系？
韋伯斯特縣 (喬治亞州),佐治亚州行政区划,"韋伯斯特縣（英語：Webster County）是美國喬治亞州西南部的一個縣。 面積543平方公里。 根據美國2000年人口普查，共有人口2,390人。 縣治普雷斯頓（Preston）。 ### 成立於1853年12月16日，原名Kinchafoonee County。 1856年2月21日改名，以紀念曾兩任國務卿的丹尼爾·韋伯斯特（Daniel Webster）。",韋伯斯特縣的縣治是什麼地方？,
安多尼·奧盧布恩米·奧克傑,1930年出生,安多尼·奧盧布恩米·奧克傑（英語：Anthony Olubunmi Okogie；1930年10月15日—）是尼日利亞籍天主教司鐸級樞機及拉各斯總教區榮休總主教。 奧克傑於1930年10月15日在尼日利亞港及最大城市拉各斯出生。 他於1966年12月11日在拉各斯總教區晉鐸。 他擁有神學學位並計劃在羅馬學習，但被調往聖十字主教座堂出任助理主任司鐸。 ### 他被編入尼日利亞軍隊，並在那裡擔任一個神父。 他於1971年8月29日晉牧，並獲教宗保祿六世任命為奧約教區輔理主教，領瑪斯庫拉領銜教區主教銜。 他於1972年改任拉各斯總教區輔理主教，1973年4月13日升任為拉各斯總教區總主教。 教宗若望·保祿二世於2003年10月21日將他擢升為司鐸級樞機。 ### 他於2012年5月25日榮休，歐爾發·阿德瓦萊·馬爾丁斯（德语：Alfred Adewale Martins）接任拉各斯總教區正權總主教。 他曾參與2005年和2013年教宗選舉秘密會議。,安多尼·奧盧布恩米·奧克傑在什麼情況下改任拉各斯總教區輔理主教並最終升任為總主教，他在這些職位上的任命過程有何特別之處？,
茅貢,包含CBDB标识符的维基百科条目,茅貢（？ —？ 年），字承禹，南直隶苏州府太仓州民籍常熟县人。 明朝政治人物。 ### 正德八年（1513年）癸酉科應天府乡试舉人，九年（1514年）联捷甲戌科二甲第八十九名進士，授工部主事，升郎中，出为云南府知府，升副使致仕。,茅貢的籍貫和他在明朝的官方職位有哪些？  ,茅貢在正德年間的鄉試和會試成績如何？
臧盾,478年出生,臧盾（478年—543年），字宣卿，東莞莒縣人，南北朝南梁官員。 祖先是劉宋左光祿大夫臧燾，父親則是南梁安成王長史、江夏太守臧未甄。 臧盾從小跟隨徵士琅邪諸葛璩學習《五經》，明白文章意思。 諸葛璩有數百名學生，他置身其間，十分親近。 ### 諸葛璩覺得奇怪，歎道：「這學生能負任大事，是君王的佐才啊。 」最初擔任撫軍行參軍，遷任尚書中兵郎，他樣子英俊，舉止良好，每次上奏，梁武帝總會很高興，入朝兼官中書通事舍人，除授安右錄事參軍，依然擔任舍人。 臧盾個性孝順，跟隨父親於廷尉守夜，母親劉氏在家中突然暴斃，他的左手中指忽然痛到不能睡眠。 天亮後，家中果然傳來母親去世的消息。 ### 服喪未完，父親也逝世，他居喪五年不出家門，身體消瘦到親人認不出他。 鄉人王端得知後狀聞，梁武帝嘉獎他，下旨敕開解曉喻。 服喪後，擔任丹陽尹丞，轉官中書侍郎，又兼任中書舍人，遷轉為尚書左丞，為東中郎武陵王長史，代理府州國事，領任會稽郡丞。 他亦任職少府卿，領步兵校尉，遷為御史中丞；臧盾個性公正剛強，在御史臺十分稱職。 ### 中大通五年（533年）二月，梁武帝到同泰寺開講，設四部大會，有數萬人聽講。 南越獻上馴象，突然在人群中奔跑，乘輿、侍衛及會眾都受驚散開，只有臧盾與散騎郎裴之禮神色自若，得到武帝讚許。 很快朝廷下詔加他為散騎常侍，但未拜任又獲詔兼任領軍，仍然加官散騎常侍。 大同二年（536年），改任中領軍，管理天下兵權。 ### 他為人機智，有氣概魄力，擅長處理繁忙政務，治理事務分明。 天監年間吳平侯蕭景曾任職中領軍獲得名聲，至此臧盾也得到名聲。 大同五年（539年）他外任仁威將軍、吳郡太守，未到任就因為生病解任，拜為光祿大夫，加金章紫綬。 大同七年（541年）病好，恢復為領軍將軍，到大同九年十二月壬戌（544年1月16日）去世，虛歲六十六，同日朝廷下詔舉哀，贈侍中，領軍如故，賜棺材、朝服一具，衣一襲，另外給予錢布，諡忠。,臧盾在母親去世前夕左手中指疼痛的事件中，有哪些細節顯示了他對母親的孝順和敏感？,臧盾在御史臺任職期間，展現了哪些個性特質，使他在這個職位上十分稱職？
蒲飛路,全部小作品,蒲飛路（英語：Pokfield Road）是香港的一條道路，位於香港島西部的堅尼地城。 蒲飛路的東北端連接薄扶林道，鄰近香港大學的一段，而另一端則連接堅尼地城的士美菲路。 道路大部分為斜路，並從薄扶林道一端向士美菲路一端下降。 這條道路是香港島上少數以「路」作為後綴的道路之一，而蒲飛路的「Pokfield」有指是從薄扶林道（Pok Fu Lam Road）與士美菲路（Smithfield）的英文名稱拼合而成，但中文名的“蒲”和薄扶林道的“薄”不是一樣的漢字。 ### 蒲飛路與薄扶林道的交界，設有一個蒲飛路巴士總站，為香港少數直接以道路名稱命名的巴士總站。 巴士總站前稱「大學堂」，所指的是香港大學。 蒲飛路鄰近東南端，有住宅建築物學士臺，這裡也是小巴中途站的名字，是最多乘客上車及下車的一個站點，其次是豪宅翰林軒。 蒲飛路沿途北望，居高臨下是堅尼地城游泳池及維多利亞港風景。,蒲飛路的名稱來源與其連接的哪兩條道路有關？請詳細說明其名稱的拼合過程和中文名的差異。,
信长之野望·岚世记,2001年电子游戏,《信长之野望·岚世记》（日语：信長の野望・嵐世記）是一款由光荣公司制作和发行的历史类战略游戏。 本游戏是信长之野望系列第9作。 本游戏最初于2001年2月在Windows发行。 游戏后移植至多个平台，包括PlayStation2和Xbox等。 ### 游戏发生在日本战国时期，玩家可以选择某个领主，目的是要统一全国。 游戏的音乐按照各个地区大名的歌曲而来。 在游戏中，如果时间已至1700年，则由于超过年数而结束。 在本作中，武将的能力分为政治、统率、知略、野望、义理和相性。,《信长之野望·岚世记》中武将的能力分为哪些具体方面？,
X-Moto,2005年电子游戏,X-Moto是一個免費且開放原始碼的2D摩托車電腦遊戲，仿照Elasto Mania。 但還有Linux、FreeBSD、Mac OS X、Windows等版本。 在這個遊戲裡，物理模擬扮演著相當重要的角色。 X-Moto從2005年開始開發。 ### 玩家要先選擇一個關卡並試著蒐集到所有草莓（一定要搜完），接著去觸碰花即可完成一關。 阻礙著關卡完成的是一個個具有挑戰性及趣味的地形，還有避開一種稱為「wrecker」的東西，只要身體或車身的任何一個地方碰到wrecker，或是頭部碰撞倒花和草莓之外的東西。 遊戲將會立即結束。 「Script關卡」有一大堆可能會動的陷阱或機關，而X-Moto的腳本系統也非常之多變，甚至連重力常數、地心引力的方向皆可自訂，也造就了這個遊戲的趣味及多變性。 ### 不管是輸是贏，都可以把遊戲紀錄儲存成重播紀錄檔觀看，或是用「鬼影模式（Ghost Mode）」可以讓贏得最高紀錄的玩家以半透明顯示在螢幕上，並想辦法再度超越牠。 玩家甚至可以把最高紀錄上傳到官方伺服器，並設有排行榜。 X-Moto每次開啟時都會自動下載其他玩家或熱衷者自製的關卡，這些關卡是用Inkscape的擴充套件來製作。 Elasto Mania 是中国大陆曾经流行的疯狂摩托（车）／穿越 最显著的地方在于授权，XMoto是自由软件，Elasto Mania是共享软件。 ### 导致两者发展情况不同，前者凭借更多参与者开发。 全2D的簡單畫面，但所有關卡地圖皆為向量形式，3D加速用來快速渲染。 如果電腦配備足夠，也能開啟一些特效 音效很少。 只有引擎音效，勝利、失敗和摘取草莓，主菜單等少數效果，且只有一段原聲音樂，不過每個關卡都可以有獨自的音樂。 ### 到了0.5.0版後，完成了與Chipmunk library的整合，且開始支援多人連線遊戲。,X-Moto游戏的挑战机制有哪些独特之处，这些机制如何影响游戏的趣味性和多变性？,
艾米塔區,使用WikiMiniAtlas小工具的页面,"艾米塔（宿霧語：Ermita）是菲律賓馬尼拉市的市轄區，位於王城區與馬拉提區之間，是外國遊客聚集之地。 於西班牙殖民時代，艾米塔區本為馬尼拉王城區的周邊地區。 直至十九世紀，馬尼拉市開始擴張，艾米塔區乃首當其衝。 到菲律賓成為美國殖民地，艾米塔區主要以美國人居住居多。 ### 他們建立了陸軍和海軍俱樂部以及大學俱樂部等機構。 於二次大戰時發生的馬尼拉戰役中，艾米塔區遭受到極之恐佈的大屠殺。 據估計總共有100,000名菲律賓平民在該市本身被殺。 市內68%-85%的地區被戰火摧毀。 ### 二戰結束後，隨著上層階級遷至奎松市和馬卡蒂等其他區域，艾米塔區逐漸從住宅區轉變為商業區。",艾米塔區在西班牙殖民時代和美國殖民時代的主要變化有哪些？,二戰結束後，艾米塔區的社會結構和功能如何轉變？
北斗紅磚市場,使用WikiMiniAtlas小工具的页面,23°52′19″N 120°31′35″E﻿ / ﻿23.872053°N 120.5263803°E﻿ / 23.872053; 120.5263803 北斗紅磚市場是位於臺灣彰化縣北斗鎮的公有市場建築，於2008年4月11日公告為歷史建築。 北斗市場的歷史可追溯到日治時期明治32年（1899年）北斗街設置之臨時市場，後隨著臨時市場不敷使用，昭和6年（1931年）由地方計畫籌資三萬餘元，擴建市場規模，昭和10年（1935年）落成啟用；主體為磚造，屋架採用木架結構，落成後帶動北斗繁華榮景堪稱彰南第一；二戰後被稱為北斗零售市場，當時依然為北斗鎮最熱鬧的市場。 2003年因電線走火造成火災，木造部分均焚毀僅剩紅磚外牆倖存。 後由經濟部補助修復，於2004年6月整建完成，改稱為「北斗紅磚市場」，並規劃攤商進駐，但因鎮內市場商業機能轉移他處，人氣大不如前，未來則可能朝轉型文創空間來發展。 ### 北斗紅磚市場為北斗鎮現存日治時期大型的公有建築及罕見之公有零售市場，平面格局呈對稱之「回」字型。 四個角落設有出入口，中埕天井可兼具採光功用。,北斗紅磚市場在日治時期的歷史背景及其對北斗鎮繁華景象的影響是什麼？,北斗紅磚市場的建築結構及其空間規劃有何獨特之處？
